Tipo_Fundo_Classe;CNPJ_Fundo_Classe;Nome_Fundo_Classe;Data_Referencia;Versao;Data_Entrega;Link_Download;Parecer_Auditor
CLASSES - FII;50.252.286/0001-70;MAYA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1000737;Abstenção de opinião
CLASSES - FII;50.385.179/0001-10;XP HABITAT FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-30;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001779;Sem ressalva e sem ênfase
F.I.I.;50.399.189/0001-05;FUNDO DE INVESTIMENTO IMOBILIÁRIO DE UNIDADES AUTÔNOMAS III RESPONSABILIDADE  LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001746;Sem ressalva e sem ênfase
CLASSES - FII;50.716.077/0001-30;FUNDO DE INVESTIMENTOS IMOBILIÁRIO DO CAMPREV PARA SUSTENTABILIDADE PREVIDENCIÁRIA DO MUNICÍPIO;2025-06-30;1;2025-08-22;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=976915;Sem ressalva e com ênfase
F.I.I.;50.750.438/0001-65;RIZA DOMUS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001722;Sem ressalva e sem ênfase
F.I.I.;50.808.042/0001-21;VBI TR FARIA LIMA 4440 FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;2;2025-09-30;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1003393;Sem ressalva e sem ênfase
CLASSES - FII;51.192.125/0001-00;MMORE CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-05;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=984898;Sem ressalva e sem ênfase
CLASSES - FII;51.294.441/0001-84;ITAÚ CRÉDITO IMOBILIÁRIO IPCA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001598;Sem ressalva e sem ênfase
F.I.I.;51.295.092/0001-15;LEGATUM FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999162;Sem ressalva e sem ênfase
F.I.I.;51.476.870/0001-72;DELTA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;2;2025-09-02;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=982361;Sem ressalva e sem ênfase
CLASSES - FII;51.575.078/0001-75;PÁTRIA CRÉDITO AGRÍCOLA FUNDO DE INVESTIMENTO NAS CADEIAS AGROINDUSTRIAIS FIAGRO-IMOBILIÁRIO;2025-06-30;1;2025-09-30;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1003637;Sem ressalva e sem ênfase
CLASSES - FII;51.601.636/0001-20;CYRELA HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII DE RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-10-02;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1005421;Sem ressalva e com ênfase
CLASSES - FII;51.641.681/0001-08;KINEA AGRO INCOME USD FIAGRO - IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-10-01;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1004188;Sem ressalva e sem ênfase
CLASSES - FII;51.658.280/0001-60;VALORA HEDGE FUND AGRO - FIAGRO - IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001522;Sem ressalva e sem ênfase
CLASSES - FII;51.665.327/0001-13;AZ QUEST PANORAMA CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001720;Sem ressalva e sem ênfase
CLASSES - FII;51.734.924/0001-52;KINEA DESENVOLVIMENTO LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001601;Sem ressalva e sem ênfase
CLASSES - FII;51.786.271/0001-55;RAIZZ DESENVOLVIMENTO I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-22;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=994966;Sem ressalva e sem ênfase
CLASSES - FII;51.817.522/0001-11;BRIO REAL ESTATE V - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999738;Sem ressalva e sem ênfase
CLASSES - FII;51.868.778/0001-58;PARAMIS HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001725;Sem ressalva e sem ênfase
CLASSES - FII;51.889.479/0001-08;FLORESTA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-24;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=997898;Com ressalva
CLASSES - FII;51.991.587/0001-89;BTW 001 FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001354;Abstenção de opinião
CLASSES - FII;51.991.713/0001-03;BRIO COINVESTIMENTO JARDINS FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999734;Sem ressalva e sem ênfase
CLASSES - FII;52.044.477/0001-72;NEX CRÉDITO AGRO FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - FIAGRO RESP LIMITADA;2025-06-30;1;2025-09-30;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1003395;Sem ressalva e sem ênfase
CLASSES - FII;52.101.897/0001-43;ZAVIT CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999511;Sem ressalva e sem ênfase
CLASSES - FII;52.219.978/0001-42;KINEA OPORTUNIDADES REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-22;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=994952;Sem ressalva e sem ênfase
CLASSES - FII;52.270.671/0001-76;ITAÚ TOTAL RETURN FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001604;Sem ressalva e sem ênfase
F.I.I.;52.324.762/0001-47;FUNDO DE INVESTIMENTO IMOBILIÁRIO DE UNIDADES AUTÔNOMAS IV;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1000294;Sem ressalva e sem ênfase
CLASSES - FII;52.353.292/0001-40;BTG RE STRUCTURED OPPORTUNITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999889;Sem ressalva e sem ênfase
CLASSES - FII;52.355.764/0001-01;IMIGRANTES IV - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2025-06-30;1;2025-09-25;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=998646;Sem ressalva e sem ênfase
CLASSES - FII;52.355.865/0001-74;CL CASTELO BRANCO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-25;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=998675;Sem ressalva e sem ênfase
CLASSES - FII;52.357.468/0001-31;XP HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2025-06-30;1;2025-09-30;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001800;Sem ressalva e sem ênfase
CLASSES - FII;52.589.406/0001-55;D3 TZI DESENVOLVIMENTO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1000288;Com ressalva
CLASSES - FII;52.649.350/0001-87;URCA HEDGE FUND ESTRATÉGIA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001681;Sem ressalva e sem ênfase
CLASSES - FII;52.889.976/0001-60;BEDFORD FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-23;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=996019;Sem ressalva e com ênfase
CLASSES - FII;52.904.581/0001-90;GESIM SMART FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-12;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=989568;Sem ressalva e com ênfase
CLASSES - FII;52.966.340/0001-75;ONDA DESENVOLVIMENTO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001469;Sem ressalva e sem ênfase
CLASSES - FII;53.018.363/0001-10;FUNDO DE INVESTIMENTO IMOBILIÁRIO RBR CRÉDITO PULVERIZADO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1000867;Sem ressalva e sem ênfase
CLASSES - FII;53.178.634/0001-03;ROMA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001015;Sem ressalva e com ênfase
CLASSES - FII;53.191.611/0001-20;TERRAZ FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001695;Sem ressalva e com ênfase
CLASSES - FII;53.260.548/0001-37;REC FUNDO DE CRI COTAS AMORTIZÁVEIS - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;2;2025-10-02;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1004929;Com ressalva
CLASSES - FII;53.275.496/0001-72;TERRA MINAS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1000494;Com ressalva
CLASSES - FII;53.313.475/0001-02;SUNO FAZENDAS FIAGRO - IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001421;Sem ressalva e sem ênfase
CLASSES - FII;53.645.729/0001-81;FUNDO DE INVESTIMENTO IMOBILIÁRIO DE UNIDADES AUTÔNOMAS V RESPONSABILIDADE  LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1000285;Sem ressalva e sem ênfase
CLASSES - FII;53.654.501/0001-58;KINEA AQUISIÇÕES RESIDENCIAIS FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001609;Sem ressalva e sem ênfase
CLASSES - FII;53.730.029/0001-95;FUNDO DE INVESTIMENTO IMOBILIÁRIO SMART REAL ESTATE - FII RESPONSABILIDADE LIMITADA;2025-06-30;2;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001773;Com ressalva
CLASSES - FII;53.764.894/0001-52;PATAGÔNIA CAPITAL MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001751;Sem ressalva e sem ênfase
CLASSES - FII;53.866.393/0001-87;FII DE DESENVOLVIMENTO DE ESCRITÓRIOS BOUTIQUE RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1000770;Sem ressalva e sem ênfase
CLASSES - FII;54.088.529/0001-38;TAUBATÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-10-03;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1005489;Sem ressalva e sem ênfase
CLASSES - FII;54.174.907/0001-04;CPV ENERGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-10-03;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1005803;Com ressalva
CLASSES - FII;54.250.318/0001-50;EDIFICARE FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999596;Sem ressalva e sem ênfase
CLASSES - FII;54.250.610/0001-72;ELOHIM FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1000589;Sem ressalva e sem ênfase
CLASSES - FII;54.306.150/0001-57;EDGE FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999525;Sem ressalva e sem ênfase
CLASSES - FII;54.375.187/0001-37;BB PREMIUM MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001717;Sem ressalva e sem ênfase
CLASSES - FII;54.485.027/0001-40;ARC V FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001520;Sem ressalva e com ênfase
CLASSES - FII;54.564.113/0001-49;TISHMAN SPEYER JARDINS FII ORIZ XP RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001529;Sem ressalva e sem ênfase
CLASSES - FII;54.620.584/0001-27;TISHMAN SPEYER JARDINS FII ORIZ XP FEEDER FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001772;Sem ressalva e sem ênfase
CLASSES - FII;55.154.961/0001-42;MONTREAL FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE  LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1000872;Sem ressalva e sem ênfase
CLASSES - FII;55.296.764/0001-68;AUGME CRÉDITO ESTRUTURADO FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001718;Sem ressalva e sem ênfase
CLASSES - FII;55.307.025/0001-24;FRUTO TERRAS I FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - FIAGRO;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999256;Sem ressalva e sem ênfase
CLASSES - FII;55.435.378/0001-00;BRIO RENDA RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-22;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=995361;Sem ressalva e sem ênfase
CLASSES - FII;55.729.232/0001-77;RIZA KALITHEA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-22;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=995490;Sem ressalva e sem ênfase
CLASSES - FII;55.753.193/0001-43;KINEA FÊNIX FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001611;Sem ressalva e sem ênfase
CLASSES - FII;55.969.466/0001-91;SUNXITT FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001712;Sem ressalva e com ênfase
CLASSES - FII;55.987.139/0001-62;ID GOIANA II FUNDO DE INVESTIMENTO FIAGRO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-10-02;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1005106;Com ressalva
CLASSES - FII;56.061.587/0001-01;GALAPAGOS DESENVOLVIMENTO LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001730;Sem ressalva e com ênfase
CLASSES - FII;56.524.816/0001-79;MASH EMPREENDIMENTOS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1000449;Com ressalva
CLASSES - FII;56.805.391/0001-76;RBR TOP OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-04;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=984444;Sem ressalva e sem ênfase
CLASSES - FII;56.849.012/0001-40;ANGOSTURA I FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999841;Sem ressalva e com ênfase
CLASSES - FII;56.978.773/0001-00;PDB MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999853;Sem ressalva e sem ênfase
CLASSES - FII;56.990.470/0001-02;MAUÁ CAPITAL CRÉDITO IMOBILIÁRIO ESTRUTURADO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE;2025-06-30;1;2025-09-11;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=988433;Sem ressalva e sem ênfase
CLASSES - FII;57.109.161/0001-35;TRUST FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - IMOBILIÁRIO - RESP LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001410;Sem ressalva e com ênfase
CLASSES - FII;57.170.846/0001-97;HSI CRÉDITO ESTRUTURADO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-08;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=986770;Sem ressalva e sem ênfase
CLASSES - FII;57.216.258/0001-47;BGR B32 FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001764;Sem ressalva e sem ênfase
CLASSES - FII;57.285.563/0001-90;RJDI FUNDO DE INVESTIMENTO IMOBILIÁRIO RESP LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001705;Sem ressalva e sem ênfase
CLASSES - FII;57.350.504/0001-59;ROMA VI FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-24;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=997611;Sem ressalva e com ênfase
CLASSES - FII;57.469.492/0001-86;BTG PACTUAL REAL ESTATE HEDGE FUND MULTIESTRATÉGIA FII RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-24;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=997479;Sem ressalva e sem ênfase
CLASSES - FII;57.567.076/0001-10;NEOMALL FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001660;Sem ressalva e sem ênfase
CLASSES - FII;57.583.846/0001-19;CLASSE ÚNICA DE COTAS DO AZ QUEST PANORAMA CRÉDITO VINTAGE I FI IMOBILIÁRIO RESP LIMITADA;2025-06-30;1;2025-09-16;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=992906;Sem ressalva e sem ênfase
CLASSES - FII;57.593.613/0001-05;RIZA EQUITUS REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001464;Sem ressalva e com ênfase
CLASSES - FII;57.682.963/0001-30;RBR FLAGSHIP I FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999811;Sem ressalva e sem ênfase
CLASSES - FII;57.683.576/0001-18;KINEA PRIME RESIDENCIAL I FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001612;Sem ressalva e sem ênfase
CLASSES - FII;57.811.221/0001-67;FUNDO DE INVESTIMENTO IMOBILIÁRIO SOFIA;2025-06-30;1;2025-09-30;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001778;Sem ressalva e sem ênfase
CLASSES - FII;57.882.804/0001-89;RIZA THERA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-05;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=985869;Sem ressalva e sem ênfase
CLASSES - FII;57.904.514/0001-99;LAZIO11 FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-23;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=995543;Sem ressalva e sem ênfase
CLASSES - FII;57.965.466/0001-49;WHG SP REALTY II FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001777;Sem ressalva e sem ênfase
CLASSES - FII;57.976.696/0001-03;BRIO REAL ESTATE COINVESTIMENTO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE  LIMITADA;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999739;Sem ressalva e sem ênfase
CLASSES - FII;57.986.419/0001-81;CCGL FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001762;Sem ressalva e sem ênfase
CLASSES - FII;58.019.792/0001-26;COTA REAL 7 FUNDO DE INVESTIMENTO IMOBILIÁRIO  RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-23;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=995536;Sem ressalva e sem ênfase
CLASSES - FII;58.022.479/0001-47;BTG PACTUAL LOG ESTRATÉGIAS LÍQUIDAS FII FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-16;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=992713;Sem ressalva e sem ênfase
CLASSES - FII;58.054.129/0001-62;LUMINI FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-08-13;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=968558;Sem ressalva e sem ênfase
CLASSES - FII;58.316.418/0001-92;BRASOL RENDA IMOBILIÁRIA SOLAR I FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001732;Sem ressalva e sem ênfase
CLASSES - FII;58.447.926/0001-00;REPÚBLICA  DO LÍBANO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-23;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=995542;Sem ressalva e sem ênfase
CLASSES - FII;58.496.557/0001-45;FUNDO DE INVESTIMENTO IMOBILIÁRIO SLB DE CLASSE ÚNICA;2025-06-30;1;2025-09-25;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=998441;Sem ressalva e com ênfase
CLASSES - FII;58.544.087/0001-48;PINNACLE CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001206;Sem ressalva e sem ênfase
CLASSES - FII;59.030.677/0001-15;PISA VII FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE  LIMITADA;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999585;Sem ressalva e sem ênfase
CLASSES - FII;59.090.726/0001-05;SHOPPING PÁTIO PAULISTA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE  LIMITADA;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999891;Sem ressalva e sem ênfase
CLASSES - FII;59.255.025/0001-89;CIX RETROFIT FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999088;Dispensado - art.23, §6º ICVM 516/11
