Tipo_Fundo_Classe;CNPJ_Fundo_Classe;Nome_Fundo_Classe;Data_Referencia;Versao;Data_Entrega;Link_Download;Parecer_Auditor
CLASSES - FII;36.501.159/0001-37;FUNDO DE INVESTIMENTO IMOBILIÁRIO HBC RENDA URBANA;2025-06-30;1;2025-09-25;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=998843;Sem ressalva e com ênfase
CLASSES - FII;36.501.210/0001-00;BARRA MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001729;Sem ressalva e com ênfase
CLASSES - FII;36.501.233/0001-15;CYRELA CRÉDITO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-30;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001798;Sem ressalva e sem ênfase
CLASSES - FII;36.642.219/0001-31;RIZA AKIN FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999624;Sem ressalva e sem ênfase
CLASSES - FII;36.642.244/0001-15;BTG PACTUAL AGRO LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001690;Sem ressalva e com ênfase
CLASSES - FII;36.642.275/0001-76;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RBR DESENVOLVIMENTO IV RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-23;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=997184;Sem ressalva e sem ênfase
CLASSES - FII;36.642.293/0001-58;AF INVEST CRI FUNDO DE INVESTIMENTO IMOBILIÁRIO RECEBÍVEIS IMOBILIÁRIOS RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-08;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=986766;Sem ressalva e sem ênfase
CLASSES - FII;36.669.535/0001-05;VÊNUS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-25;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=998207;Sem ressalva e sem ênfase
CLASSES - FII;36.814.809/0001-02;R CAP 1810 FUNDO DE FUNDOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;3;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001208;Com ressalva
CLASSES - FII;37.037.297/0001-70;GALAPAGOS RECEBÍVEIS DO AGRONEGÓCIO - FIAGRO-IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001512;Sem ressalva e com ênfase
F.I.I.;38.051.307/0001-94;FUNDO DE INVESTIMENTO IMOBILIÁRIO - BLUE RECEBÍVEIS IMOBILIÁRIOS;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001340;Sem ressalva e sem ênfase
CLASSES - FII;38.293.862/0001-22;ALIANZA DIGITAL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-08-19;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=974757;Sem ressalva e sem ênfase
CLASSES - FII;38.293.897/0001-61;GALAPAGOS RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001503;Sem ressalva e com ênfase
CLASSES - FII;38.456.508/0001-71;HGI CRÉDITOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001466;Com ressalva
CLASSES - FII;39.332.032/0001-20;BRIO CRÉDITO ESTRUTURADO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999667;Sem ressalva e com ênfase
CLASSES - FII;39.591.218/0001-01;BASÍLICA PARTNERS MEDWELL FUNDO DE INVESTIMENTO IMOBILIÁRIO FII RESPONSABILIDADE LIMITADA;2025-06-30;2;2025-10-02;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1004712;Sem ressalva e sem ênfase
CLASSES - FII;40.011.225/0001-68;SUNO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001748;Sem ressalva e sem ênfase
CLASSES - FII;40.011.234/0001-59;FUNDO DE INVESTIMENTO IMOBILIÁRIO - MAUÁ CAPITAL DESENVOLVIMENTO URBANO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-23;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=997182;Sem ressalva e sem ênfase
CLASSES - FII;40.011.251/0001-96;CRI INTEGRAL BREI FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-08;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=986769;Sem ressalva e sem ênfase
CLASSES - FII;40.011.279/0001-23;ALIANZA ÍTACA DESENVOLVIMENTO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-08-21;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=975525;Sem ressalva e sem ênfase
CLASSES - FII;40.011.324/0001-40;ALIANZA CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999600;Sem ressalva e sem ênfase
CLASSES - FII;40.041.603/0001-56;NAVI CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999695;Sem ressalva e sem ênfase
CLASSES - FII;40.189.596/0001-34;FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA AGÊNCIAS - RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999740;Sem ressalva e sem ênfase
CLASSES - FII;40.343.867/0001-64;HIGH FUNDO DE INVESTIMENTO AGRO - FIAGRO - IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-30;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1003699;Com ressalva
CLASSES - FII;40.575.940/0001-23;ZAVIT REAL ESTATE FUND - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001428;Sem ressalva e com ênfase
CLASSES - FII;41.076.380/0001-25;EQI RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-08;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=986767;Sem ressalva e sem ênfase
CLASSES - FII;41.076.564/0001-95;IRIDIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001154;Sem ressalva e sem ênfase
CLASSES - FII;41.076.823/0001-88;ALIANZA URBAN HUB RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999892;Sem ressalva e sem ênfase
CLASSES - FII;41.076.851/0001-03;EXES FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-08;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=986768;Sem ressalva e sem ênfase
CLASSES - FII;41.080.968/0001-52;FUNDO DE INVESTIMENTO IMOBILIÁRIO MAUÁ CAPITAL MPD DESENVOLVIMENTO RESIDENCIAL RESP LIMITADA;2025-06-30;1;2025-08-21;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=975526;Sem ressalva e sem ênfase
CLASSES - FII;41.081.088/0001-09;VALORA CRA FUNDO DE INVESTIMENTO NAS CADEIRAS PRODUTIVAS DO AGRONEGÓCIO FIAGRO - RESP LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1000981;Sem ressalva e sem ênfase
CLASSES - FII;41.081.356/0001-84;BRIO MULTIESTRATÉGIA - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999689;Sem ressalva e sem ênfase
CLASSES - FII;41.256.643/0001-88;WHG REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001776;Sem ressalva e sem ênfase
CLASSES - FII;41.673.359/0001-07;CLD GUARULHOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001452;Sem ressalva e sem ênfase
CLASSES - FII;41.969.537/0001-41;ANGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-22;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=995032;Abstenção de opinião
CLASSES - FII;42.405.905/0001-91;FG/AGRO FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROIND FIAGRO IMOBILIÁRIO RESP LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001323;Com ressalva
CLASSES - FII;42.432.327/0001-82;NAVI RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE  LIMITADA;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999678;Sem ressalva e sem ênfase
CLASSES - FII;42.502.802/0001-40;KINEA CREDITAS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-22;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=994943;Sem ressalva e sem ênfase
CLASSES - FII;42.502.842/0001-91;RBR PREMIUM RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001579;Sem ressalva e sem ênfase
CLASSES - FII;42.537.438/0001-53;FYTO RECEBÍVEIS DO AGRONEGÓCIO - FIAGRO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-05;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=985815;Sem ressalva e sem ênfase
CLASSES - FII;42.537.492/0001-07;PRIME OFFICES III FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-25;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=998813;Sem ressalva e sem ênfase
CLASSES - FII;42.537.540/0001-59;BRICK 80 FUNDO DE INVESTIMENTO IMOBILIÁRIO -RESPONSABILIDADELIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1000966;Sem ressalva e sem ênfase
CLASSES - FII;42.537.579/0001-76;CAPITANIA AGRO STRATEGIES - FIAGRO-IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1000176;Sem ressalva e sem ênfase
F.I.I.;42.692.399/0001-69;INTER AMERRA FIAGRO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001053;Sem ressalva e sem ênfase
CLASSES - FII;42.737.059/0001-07;KINEA PREMIUM PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-22;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=994946;Sem ressalva e sem ênfase
CLASSES - FII;42.737.077/0001-99;ITAÚ TEMPUS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001587;Sem ressalva e sem ênfase
CLASSES - FII;42.754.342/0001-47;KINEA HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-22;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=994948;Sem ressalva e sem ênfase
CLASSES - FII;42.754.362/0001-18;KINEA UNIQUE HY CDI FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-22;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=994950;Sem ressalva e sem ênfase
CLASSES - FII;42.869.892/0001-01;BRIO REAL ESTATE IV - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999701;Sem ressalva e sem ênfase
CLASSES - FII;42.888.292/0001-90;FIAGRO JGP CRÉDITO - FIAGRO - IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001703;Sem ressalva e sem ênfase
CLASSES - FII;43.008.233/0001-43;BTG PACTUAL CRÉDITO PARA INCORPORAÇÃO FII FI IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-24;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=997488;Sem ressalva e sem ênfase
CLASSES - FII;43.008.884/0001-33;FUNDO DE INVESTIMENTO IMOBILIÁRIO FII MAUÁ PROPRIEDADES PARA INVESTIMENTO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-22;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=995012;Sem ressalva e sem ênfase
CLASSES - FII;43.440.579/0001-16;WARREN SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO FII RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-30;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1003619;Sem ressalva e sem ênfase
CLASSES - FII;43.617.647/0001-70;FUNDO DE INVESTIMENTO IMOBILIARIO - FII BIOTIC;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999629;Sem ressalva e sem ênfase
CLASSES - FII;43.671.250/0001-66;LAGUNA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2025-06-30;1;2025-08-13;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=968563;Sem ressalva e sem ênfase
CLASSES - FII;43.741.195/0001-33;MAUÁ CAPITAL CRÉDITO ESTRUTURADO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-30;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001801;Sem ressalva e sem ênfase
CLASSES - FII;43.741.205/0001-30;JGP CRÉDITO AGRO FIAGRO - IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001716;Sem ressalva e sem ênfase
F.I.I.;43.790.197/0001-12;NOVO CAMPO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-08-13;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=968610;Sem ressalva e sem ênfase
CLASSES - FII;43.951.875/0001-81;VIC DESENVOLVIMENTO VINTAGE 22/23 FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1000830;Sem ressalva e sem ênfase
CLASSES - FII;43.951.911/0001-07;FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS EXES ARAGUAIA - FIAGRO - IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001761;Sem ressalva e sem ênfase
CLASSES - FII;44.527.494/0001-32;ARX DOVER RECEBÍVEIS FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-19;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=994770;Sem ressalva e sem ênfase
CLASSES - FII;44.625.694/0001-28;051 AGRO FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001770;Sem ressalva e sem ênfase
CLASSES - FII;44.683.052/0001-85;FUNDO DE INVESTIMENTO IMOBILIARIO ALUMIE - FII;2025-06-30;1;2025-09-23;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=995687;Abstenção de opinião
CLASSES - FII;44.728.452/0001-60;MOGNO LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIARIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001371;Sem ressalva e com ênfase
CLASSES - FII;44.728.520/0001-90;HIGH END REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1000831;Sem ressalva e com ênfase
CLASSES - FII;45.123.465/0001-78;GAZIN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2025-06-30;1;2025-10-01;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1004688;Com ressalva
CLASSES - FII;45.123.558/0001-00;CANAÃ FI NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - FIAGRO - IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001724;Sem ressalva e sem ênfase
CLASSES - FII;45.188.066/0001-95;ZAGROS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-27;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999898;Sem ressalva e sem ênfase
CLASSES - FII;45.188.124/0001-80;EMPÍRICA RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-08;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=986771;Sem ressalva e sem ênfase
CLASSES - FII;45.188.176/0001-57;BTG PACTUAL REAL ESTATE HEDGE FUND FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999155;Sem ressalva e com ênfase
CLASSES - FII;45.777.119/0001-03;G5  EMPREENDIMENTO IMOBILIÁRIO FUNDO DE INVESTIMENTO  IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001689;Com ressalva
CLASSES - FII;46.285.299/0001-79;GALAPAGOS SPECIAL OPORTUNITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-25;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=998369;Sem ressalva e sem ênfase
CLASSES - FII;46.322.850/0001-07;VALORA CRI INFRA FUNDO DE INVESTIMENTO IMOBILIÁRIO DE  RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001606;Sem ressalva e sem ênfase
CLASSES - FII;46.334.715/0001-81;SULAMÉRICA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001531;Sem ressalva e sem ênfase
CLASSES - FII;46.879.122/0001-09;BOJNICE 421 FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-03-31;1;2025-06-27;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=934228;Com ressalva
CLASSES - FII;47.142.218/0001-44;REAG RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1000840;Sem ressalva e com ênfase
CLASSES - FII;47.846.916/0001-20;FIAGRO SINAI PRIME FUNDO DE INVESTIMENTO IMOBILIÁRIO DE CLASSE ÚNICA;2025-06-30;1;2025-09-25;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=998233;Sem ressalva e com ênfase
F.I.I.;48.373.413/0001-48;CIX ITAPURANGA FUNDO DE INVESTIMENTO  IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1000264;Sem ressalva e sem ênfase
F.I.I.;48.373.428/0001-06;CIX PONTA NEGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1000292;Sem ressalva e sem ênfase
F.I.I.;48.389.780/0001-30;CIX MUIRAQUITAN FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1000287;Sem ressalva e sem ênfase
CLASSES - FII;48.565.175/0001-72;051 AGRO FAZENDAS II FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO IMOBILIARIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001766;Sem ressalva e sem ênfase
F.I.I.;48.904.259/0001-93;CARFAN FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-08-13;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=968575;Sem ressalva e sem ênfase
F.I.I.;48.978.731/0001-32;FRATIX FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-08-13;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=968605;Sem ressalva e sem ênfase
F.I.I.;48.978.797/0001-22;MENESCAL FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-08-13;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=968591;Sem ressalva e sem ênfase
CLASSES - FII;48.978.859/0001-04;BRPR CORPORATE OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-22;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=994944;Sem ressalva e sem ênfase
CLASSES - FII;49.005.348/0001-60;CLAVE ÍNDICES DE PREÇOS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1000886;Sem ressalva e sem ênfase
CLASSES - FII;49.318.661/0001-59;NOAD RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001591;Sem ressalva e sem ênfase
CLASSES - FII;49.489.928/0001-70;051 AGRO FAZENDAS III FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - FIAGRO - IMOB;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001769;Sem ressalva e sem ênfase
CLASSES - FII;49.640.601/0001-58;AGILE INVESTE DESENVOLVIMENTO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1000943;Abstenção de opinião
CLASSES - FII;49.893.516/0001-00;CL GUARULHOS II - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001537;Sem ressalva e sem ênfase
CLASSES - FII;49.916.958/0001-16;MANATÍ RECEBÍVEIS ESTRUTURADOS FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-10-02;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1005422;Sem ressalva e sem ênfase
CLASSES - FII;49.996.755/0001-87;TERRA RICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001626;Abstenção de opinião
CLASSES - FII;50.027.615/0001-80;RANCH FUNDO DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;1;2025-09-29;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1001230;Abstenção de opinião
CLASSES - FII;50.041.467/0001-58;FUNDO DE INVESTIMENTO IMOBILIÁRIO TERRENO QUINTAS GLOBAIS - RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999840;Abstenção de opinião
CLASSES - FII;50.143.549/0001-03;CAPITÂNIA HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;2025-06-30;1;2025-09-26;https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=999225;Sem ressalva e sem ênfase
